Time,Gas1,Liquid1,Gas2
256.166,3.590245,-22.307202,
256.533,3.587405,-22.284585,
256.9,3.612874,-22.314469,
257.267,3.636085,-22.315509,
257.634,3.632165,-22.312175,
258.001,3.651044,-22.310568,
258.368,3.645718,-22.287877,
258.735,3.655781,-22.28741,
259.102,3.682287,-22.28665,
259.469,3.66226,-22.259659,
259.836,3.687687,-22.237337,
260.203,3.707394,-22.239621,
260.57,3.725126,-22.230955,
260.937,3.714389,-22.230951,
261.304,3.734496,-22.237629,
261.671,3.750602,-22.208823,
262.038,3.748694,-22.207506,
262.405,3.736889,-22.202852,
262.772,3.767211,-22.176935,
263.139,3.758738,-22.177367,
263.506,3.797374,-22.155911,
263.873,3.787453,-22.147644,
264.24,3.788354,-22.128352,
264.607,3.809535,-22.147712,
264.974,3.82742,-22.088785,
265.341,3.800976,-22.094859,
265.708,3.837765,-22.08557,
266.075,3.843655,-22.071519,
266.442,3.838366,-22.093515,
266.809,3.852472,-22.07416,
267.176,3.863952,-22.059027,
267.543,3.885733,-22.050377,
267.91,3.871787,-22.079093,
268.277,3.885537,-22.060424,
268.644,3.896562,-22.04111,
269.011,3.884592,-22.057321,
269.378,3.922074,-22.073756,
269.745,3.913202,-22.046301,
270.112,3.935615,-22.048135,
270.479,3.916479,-22.064682,
270.846,3.967177,-22.046157,
271.213,3.980454,-22.028128,
271.58,3.95528,-22.050775,
271.947,3.972723,-22.030959,
272.314,3.974196,-22.02811,
272.681,3.994228,-22.054321,
273.048,3.99983,-22.054062,
273.415,3.998045,-22.041721,
273.782,4.017494,-22.032239,
274.149,4.028636,-22.042234,
274.516,4.02336,-22.040266,
274.883,,-22.028646,
275.25,,-22.044434,
275.617,,-22.071728,
275.984,,-22.036659,
276.351,,-22.064339,
276.718,,-22.064428,
277.085,,-22.077619,
277.452,,-22.102929,
277.819,,-22.126476,
278.186,,-22.151413,
278.553,,-22.180712,
278.92,,-22.187464,
279.287,,-22.22609,
279.654,,-22.22416,
280.021,,-22.247634,
280.388,,-22.281535,
280.755,,-22.260046,
281.122,,-22.272377,
281.489,,-22.268559,
281.856,,-22.261659,
282.223,,-22.260099,
282.59,,-22.258268,
282.957,,-22.265863,
283.324,,-22.26224,
283.691,,-22.269545,
284.058,,-22.280862,
284.425,,-22.269652,
284.792,,-22.25532,
285.159,,-22.234239,
285.526,,-22.258847,
285.893,,-22.263014,
286.26,,-22.208776,
286.627,,-22.238964,
286.994,,-22.233756,
287.361,,-22.318038,
287.728,,-22.459866,
288.095,,-22.215147,
288.462,,-22.192963,
288.829,,-22.193045,
289.196,,-22.20272,
289.563,,-22.177896,
289.93,,-22.133401,
290.297,,-22.13855,
290.664,,-22.134423,
291.031,,-22.102453,
291.398,,-22.083461,
291.765,,-22.048698,
292.132,,-22.037437,
292.499,,-22.037138,
292.866,,-21.943544,
293.233,,-21.969526,
293.6,,-21.949459,
293.967,,-21.904753,
294.334,,-21.913516,
294.701,,-21.851075,
295.068,,-21.83273,
295.435,,-21.829562,
295.802,,-21.83316,
296.169,,-21.827662,
296.536,,-21.819379,
296.903,,-21.791162,
297.27,,-21.794217,
297.637,,-21.786886,
298.004,,-21.792916,
298.371,,-21.792692,
298.738,,-21.803697,
299.105,,-21.835506,
299.472,,-21.854227,
299.839,,-21.863369,
300.206,,-21.876874,
300.573,,-21.875048,
300.94,,-21.918901,
301.307,,-21.955226,
301.674,,-21.964257,
302.041,,-22.013299,
302.408,,-22.02257,
302.775,,-22.052396,
303.142,,-22.082389,
303.509,,-22.102482,
303.876,,-22.131174,
304.243,,-22.150327,
304.61,,-22.161683,
304.977,,-22.172498,
305.344,,-22.180453,
305.711,,-22.187225,
306.078,,-22.214856,
306.445,,-22.215251,
306.812,,-22.215925,
307.179,,-22.206426,
307.546,,-22.203002,
307.913,,-22.216428,
308.28,,-22.206476,
308.647,,-22.230341,
309.014,,-22.197533,
309.381,,-22.214111,
309.748,,-22.200493,
310.115,,-22.154448,
310.482,,-22.187835,
310.849,,-22.163836,
311.216,,-22.157942,
311.583,,-22.183489,
311.95,,-22.170697,
312.317,,-22.174583,
312.684,,-22.196729,
313.051,,-22.195381,
313.418,,-22.212356,
313.785,,-22.224223,
314.152,,-22.260597,
314.519,,-22.26007,
314.886,,-22.249065,
315.253,,-22.270729,
315.62,,-22.310272,
315.987,,-22.301053,
316.354,,-22.301618,
316.721,,-22.330971,
317.088,,-22.345583,
317.455,,-22.336479,
317.822,,-22.343216,
318.189,,-22.361559,
318.556,,-22.33206,
318.923,,-22.357407,
319.29,,-22.321855,
319.657,,-22.347845,
320.024,,-22.320532,
320.391,,-22.304313,
320.758,,-22.281976,
321.125,,-22.28865,
321.492,,-22.276702,
321.859,,-22.238033,
322.226,,-22.237458,
322.593,,-22.217929,
322.96,,-22.219306,
323.327,,-22.193837,
323.694,,-22.154504,
324.061,,-22.160716,
324.428,,-22.150044,
324.795,,-22.129365,
325.162,,-22.134178,
325.529,,-22.115771,
325.896,,-22.108678,
326.263,,-22.108479,
326.63,,-22.122175,
326.997,,-22.122118,
327.364,,-22.14219,
327.731,,-22.146902,
328.098,,-22.159649,
328.465,,-22.182162,
328.832,,-22.196588,
329.199,,-22.199964,
329.566,,-22.239282,
329.933,,-22.220803,
330.3,,-22.262565,
330.667,,-22.26494,
331.034,,-22.265717,
331.401,,-22.296492,
331.768,,-22.286146,
332.135,,-22.293183,
332.502,,-22.274318,
332.869,,-22.28367,
333.236,,-22.262563,
333.603,,-22.257249,
333.97,,-22.27381,
334.337,,-22.29165,
334.704,,-22.294854,
335.071,,-22.296628,
335.438,,-22.321227,
335.805,,-22.296329,
336.172,,-22.320932,
336.539,,-22.319023,
336.906,,-22.334649,
337.273,,-22.340512,
337.64,,-22.355849,
338.007,,-22.345844,
338.374,,-22.331718,
338.741,,-22.326803,
339.108,,-22.34256,
339.475,,-22.309953,
339.842,,-22.335161,
340.209,,-22.296583,
340.576,,-22.31644,
340.943,,-22.285051,
341.31,,-22.299205,
341.677,,-22.310756,
342.044,,-22.291928,
342.411,,-22.284096,
342.778,,-22.251801,
343.145,,-22.251825,
343.512,,-22.255819,
343.879,,-22.268724,
344.246,,-22.272748,
344.613,,-22.27915,
344.98,,-22.286464,
345.347,,-22.275931,
345.714,,-22.276519,
346.081,,-22.290814,
346.448,,-22.301154,
346.815,,-22.313404,
347.182,,-22.323166,
347.549,,-22.338469,
347.916,,-22.331685,
348.283,,-22.337358,
348.65,,-22.339723,
349.017,,-22.347075,
349.384,,-22.318425,
349.751,,-22.330191,
350.118,,-22.319545,
350.485,,-22.34991,
350.852,,-22.32732,
351.219,,-22.320721,
351.586,,-22.310147,
351.953,,-22.300667,
352.32,,-22.318784,
352.687,,-22.303377,
353.054,,-22.2944,
353.421,,-22.292378,
353.788,,-22.277407,
354.155,,-22.292272,
354.522,,-22.287116,
354.889,,-22.264878,
355.256,,-22.266462,
355.623,,-22.276336,
355.99,,-22.264086,
356.357,,-22.259491,
356.724,,-22.283639,
357.091,,-22.256317,
357.458,,-22.23819,
357.825,,-22.243586,
358.192,,-22.221631,
358.559,,-22.20699,
358.926,,-22.232211,
359.293,,-22.227931,
359.66,,-22.201919,
360.027,,-22.204413,
360.394,,-22.187052,
360.761,,-22.176048,
361.128,,-22.181723,
361.495,,-22.163332,
361.862,,-22.141608,
362.229,,-22.132435,
362.596,,-22.133082,
362.963,,-22.138188,
363.33,,-22.125228,
363.697,,-22.153744,
364.064,,-22.177512,
364.431,,-22.223273,
364.798,,-22.22513,
365.165,,-22.287545,
365.532,,-22.304409,
365.899,,-22.377615,
366.266,,-22.413965,
366.633,,-22.453228,
367,,-22.537819,
367.367,,-22.534133,
367.734,,-22.578152,
368.101,,-22.602451,
368.468,,-22.627246,
368.835,,-22.651918,
369.202,,-22.674325,
369.569,,-22.677932,
369.936,,-22.672318,
370.303,,-22.661214,
370.67,,-22.684332,
371.037,,-22.661247,
371.404,,-22.673097,
