"Time, min",Tin,Tout,DT,"flow, lpm",Pressure (MPag),"Air Flow, m/s",,,
0,67.516165,64.442427,3.073738,0.46,0.015302,0, , , 
0.029716667,67.511149,64.425216,3.085933,0.46,0.01541,0, , , 
0.059383333,67.506849,64.440993,3.065856,0.45,0.01524,0, , , 
0.089083333,67.499684,64.397248,3.102436,0.46,0.015471,0, , , 
0.118716667,67.510757,64.381471,3.129286,0.46,0.015379,0, , , 
0.14885,67.52763,64.399399,3.128231,0.46,0.015382,0, , , 
0.178716667,67.524764,64.414459,3.110305,0.46,0.015526,0, , , 
0.20835,67.539453,64.424857,3.114596,0.46,0.015571,0, , , 
0.238033333,67.56095,64.427367,3.133583,0.46,0.01555,0, , , 
0.2677,67.555934,64.423423,3.132511,0.46,0.015489,0, , , 
0.29765,67.551602,64.406571,3.145031,0.46,0.015455,0, , , 
0.327383333,67.53587,64.419479,3.116391,0.46,0.015426,0, , , 
0.3571,67.512907,64.454259,3.058648,0.46,0.015456,0, , , 
0.387,67.525805,64.430594,3.095211,0.46,0.015386,0, , , 
0.416666667,67.536196,64.433104,3.103092,0.46,0.015388,0, , , 
0.446716667,67.550494,64.439898,3.110596,0.46,0.015268,0, , , 
0.4766,67.540137,64.440257,3.09988,0.46,0.015403,0, , , 
0.5063,67.52219,64.454259,3.067931,0.46,0.015383,0, , , 
0.53605,67.538312,64.47147,3.066842,0.46,0.015378,0, , , 
0.56595,67.526847,64.456769,3.070078,0.46,0.015403,0, , , 
0.595616667,67.511116,64.393662,3.117454,0.46,0.01541,0, , , 
0.625283333,67.513591,64.414459,3.099132,0.46,0.01529,0, , , 
0.655016667,67.529355,64.409421,3.119934,0.46,0.015482,0, , , 
0.684716667,67.548703,64.439898,3.108805,0.46,0.015371,0, , , 
0.714583333,67.53258,64.393304,3.139276,0.46,0.015501,0, , , 
0.744683333,67.534013,64.405136,3.128877,0.46,0.015297,0, , , 
0.774516667,67.540462,64.378943,3.161519,0.46,0.015491,0, , , 
0.80455,67.535804,64.44456,3.091244,0.46,0.015384,0, , , 
0.8344,67.514633,64.451014,3.063619,0.46,0.015374,0, , , 
0.86445,67.530755,64.43954,3.091215,0.46,0.015371,0, , , 
0.894283333,67.533263,64.442427,3.090836,0.46,0.015541,0, , , 
0.9242,67.514633,64.411931,3.102702,0.46,0.015628,0, , , 
0.954283333,67.53538,64.456751,3.078629,0.46,0.015503,0, , , 
0.984116667,67.510692,64.448504,3.062188,0.46,0.015341,0, , , 
1.013833333,67.513167,64.445635,3.067532,0.46,0.015357,0, , , 
1.043583333,67.479846,64.420178,3.059668,0.46,0.015457,0, , , 
1.07345,67.501734,64.454958,3.046776,0.46,0.015435,0, , , 
7.860116667,67.765914,63.985875,3.780039,0.36,0.016146,0, , , 
7.889983333,67.757674,63.994481,3.763193,0.36,0.016251,0, , , 
7.91955,67.762689,64.018508,3.744181,0.36,0.016315,0, , , 
7.949216667,67.75839,63.971154,3.787236,0.36,0.01627,0, , , 
7.979083333,67.763438,63.924534,3.838904,0.36,0.016202,0, , , 
8.009233333,67.769887,63.89441,3.875477,0.36,0.016239,0, , , 
8.038833333,67.771678,63.965057,3.806621,0.36,0.016343,0, , , 
8.06855,67.76093,63.967926,3.793004,0.36,0.016264,0, , , 
8.098283333,67.776694,63.906962,3.869732,0.36,0.016276,0, , , 
8.127916667,67.771678,63.956791,3.814887,0.36,0.016309,0, , , 
8.157633333,67.756273,63.956092,3.800181,0.36,0.016189,0, , , 
8.1873,67.75484,63.972929,3.781911,0.36,0.016205,0, , , 
8.217083333,67.751615,63.969002,3.782613,0.36,0.01636,0, , , 
8.247233333,67.745134,63.985857,3.759277,0.36,0.016345,0, , , 
8.276783333,67.752658,63.958584,3.794074,0.36,0.0163,0, , , 
8.306583333,67.757706,63.925592,3.832114,0.36,0.016185,0, , , 
8.336183333,67.755166,63.932405,3.822761,0.36,0.016217,0, , , 
8.366016667,67.75015,63.93956,3.81059,0.36,0.016287,0, , , 
8.395816667,67.748,63.97829,3.76971,0.36,0.016283,0, , , 
8.42555,67.753374,63.939201,3.814173,0.36,0.016227,0, , , 
8.45525,67.753016,63.90836,3.844656,0.36,0.016153,0, , , 
8.484983333,67.738327,63.933104,3.805223,0.36,0.016073,0, , , 
8.514616667,67.731162,63.925197,3.805965,0.36,0.016099,0, , , 
8.5443,67.714323,63.896149,3.818174,0.36,0.01609,0, , , 
8.57395,67.695335,63.900452,3.794883,0.36,0.015998,0, , , 
8.603666667,67.718981,63.896508,3.822473,0.36,0.015908,0, , , 
8.63335,67.703933,63.918742,3.785191,0.36,0.016146,0, , , 
8.6632,67.720023,63.913363,3.80666,0.36,0.015872,0, , , 
8.693333333,67.734712,63.886466,3.848246,0.36,0.015984,0, , , 
8.7232,67.730803,63.907965,3.822838,0.36,0.015857,0, , , 
8.753216667,67.741877,63.902586,3.839291,0.36,0.015937,0, , , 
8.783133333,67.707842,63.90151,3.806332,0.36,0.016139,0, , , 
24.85056667,68.00329,63.529962,4.473328,0.24,0.016897,0, , , 
24.88031667,68.004754,63.539988,4.464766,0.24,0.016804,0, , , 
24.91015,68.005439,63.536402,4.469037,0.24,0.016971,0, , , 
24.93985,68.010813,63.5529,4.457913,0.24,0.016854,0, , , 
24.9696,68.014396,63.542124,4.472272,0.24,0.016725,0, , , 
24.9993,67.993259,63.55145,4.441809,0.24,0.016757,0, , , 
25.029,68.002184,63.54858,4.453604,0.24,0.016758,0, , , 
25.05865,68.012573,63.555753,4.45682,0.24,0.016708,0, , , 
25.0883,68.018305,63.539972,4.478333,0.24,0.016645,0, , , 
25.11798333,68.036218,63.523474,4.512744,0.24,0.016679,0, , , 
25.14768333,68.040158,63.524191,4.515967,0.24,0.016814,0, , , 
25.17736667,68.047682,63.520246,4.527436,0.24,0.016808,0, , , 
25.20701667,68.053741,63.551434,4.502307,0.24,0.016702,0, , , 
25.23706667,68.06237,63.551434,4.510936,0.24,0.01682,0, , , 
25.26693333,68.052339,63.553227,4.499112,0.24,0.016705,0, , , 
25.29663333,68.058756,63.562911,4.495845,0.24,0.016686,0, , , 
25.3263,68.06413,63.574746,4.489384,0.24,0.016517,0, , , 
25.35625,68.075266,63.541391,4.533875,0.24,0.01655,0, , , 
25.3862,68.070937,63.534577,4.53636,0.24,0.016689,0, , , 
25.41588333,68.075625,63.488309,4.587316,0.24,0.016548,0, , , 
25.44583333,68.081684,63.490087,4.591597,0.24,0.016515,0, , , 
25.47555,68.078491,63.510172,4.568319,0.24,0.016819,0, , , 
25.50515,68.078849,63.494032,4.584817,0.24,0.016648,0, , , 
25.5347,68.07022,63.488293,4.581927,0.24,0.016735,0, , , 
25.56438333,68.071684,63.500129,4.571555,0.24,0.016841,0, , , 
25.59405,68.083117,63.481837,4.60128,0.24,0.016707,0, , , 
25.62368333,68.065594,63.489369,4.576225,0.24,0.016692,0, , , 
25.65363333,68.050189,63.4768,4.573389,0.24,0.016825,0, , , 
25.68336667,68.050579,63.507661,4.542918,0.24,0.016807,0, , , 
25.71305,68.045174,63.510874,4.5343,0.24,0.016863,0, , , 
25.74276667,68.030486,63.502266,4.52822,0.24,0.01683,0, , , 
25.77243333,68.025828,63.542436,4.483392,0.24,0.016796,0, , , 
25.80233333,68.034099,63.515536,4.518563,0.24,0.016776,0, , , 
25.83231667,68.016545,63.532035,4.48451,0.24,0.016919,0, , , 
25.86203333,68.00329,63.533828,4.469462,0.24,0.016753,0, , , 
25.89168333,68.014396,63.53598,4.478416,0.24,0.016776,0, , , 
25.9214,68.00114,63.52522,4.47592,0.24,0.016728,0, , , 
25.95105,68.035174,63.495451,4.539723,0.24,0.016725,0, , , 
25.98076667,68.038787,63.515162,4.523625,0.24,0.016769,0, , , 
26.01045,68.031591,63.482898,4.548693,0.24,0.01672,0, , , 
26.0401,68.029473,63.517672,4.511801,0.24,0.016695,0, , , 
26.06981667,68.036607,63.469627,4.56698,0.24,0.016616,0, , , 
26.09971667,68.043086,63.458851,4.584235,0.24,0.016808,0, , , 
26.12978333,68.042012,63.455982,4.58603,0.24,0.01691,0, , , 
26.1594,68.040189,63.471405,4.568784,0.24,0.016799,0, , , 
26.18908333,68.039146,63.451335,4.587811,0.24,0.01671,0, , , 
26.21868333,68.049893,63.457432,4.592461,0.24,0.016665,0, , , 
26.2485,68.036638,63.477861,4.558777,0.24,0.016803,0, , , 
26.27818333,68.048102,63.483974,4.564128,0.24,0.016764,0, , , 
26.30788333,68.047744,63.506211,4.541533,0.24,0.016701,0, , , 
26.33748333,68.045952,63.540268,4.505684,0.24,0.016726,0, , , 
26.36721667,68.057416,63.555332,4.502084,0.24,0.016804,0, , , 
26.39688333,68.03589,63.549968,4.485922,0.24,0.016789,0, , , 
26.42656667,68.030548,63.56394,4.466608,0.24,0.016824,0, , , 
26.4562,68.02195,63.551028,4.470922,0.24,0.016856,0, , , 
26.48631667,68.009769,63.506554,4.503215,0.24,0.016803,0, , , 
26.51596667,68.007978,63.526639,4.481339,0.24,0.016844,0, , , 
26.54561667,67.997231,63.489338,4.507893,0.24,0.016775,0, , , 
26.57533333,67.999707,63.505135,4.494572,0.24,0.016754,0, , , 
26.60503333,67.995439,63.535606,4.459833,0.24,0.016745,0, , , 
26.63463333,67.994692,63.552462,4.44223,0.24,0.016853,0, , , 
26.66455,67.977138,63.570037,4.407101,0.24,0.016758,0, , , 
26.6945,67.986094,63.527356,4.458738,0.24,0.016856,0, , , 
26.72445,67.98896,63.517672,4.471288,0.24,0.016764,0, , , 
26.75418333,67.982153,63.531286,4.450867,0.24,0.016893,0, , , 
26.78393333,67.986452,63.538459,4.447993,0.24,0.016772,0, , , 
26.81355,67.988929,63.542404,4.446525,0.24,0.016909,0, , , 
26.84321667,67.990004,63.539909,4.450095,0.24,0.016861,0, , , 
26.87295,67.989287,63.543137,4.44615,0.24,0.016891,0, , , 
26.90266667,67.987527,63.563565,4.423962,0.24,0.016655,0, , , 
26.93238333,67.99896,63.563924,4.435036,0.24,0.016949,0, , , 
26.96225,67.988929,63.52483,4.464099,0.24,0.016884,0, , , 
26.99193333,67.982839,63.508332,4.474507,0.24,0.016898,0, , , 
27.02163333,67.980331,63.509408,4.470923,0.24,0.016918,0, , , 
27.05128333,67.976717,63.514788,4.461929,0.24,0.016856,0, , , 
27.08126667,67.994272,63.51156,4.482712,0.24,0.016924,0, , , 
27.11096667,67.996032,63.544915,4.451117,0.24,0.016829,0, , , 
27.14066667,67.974179,63.517657,4.456522,0.24,0.016885,0, , , 
27.17058333,67.970596,63.512994,4.457602,0.24,0.016763,0, , , 
27.20026667,67.971313,63.520526,4.450787,0.24,0.01687,0, , , 
27.23005,67.979911,63.523021,4.45689,0.24,0.016837,0, , , 
27.2599,67.988151,63.533064,4.455087,0.24,0.017048,0, , , 
27.28983333,67.996001,63.529477,4.466524,0.24,0.016694,0, , , 
27.31955,67.997434,63.561039,4.436395,0.24,0.016832,0, , , 
27.34921667,67.997793,63.570006,4.427787,0.24,0.016806,0, , , 
27.37916667,67.98597,63.548486,4.437484,0.24,0.016918,0, , , 
27.40886667,67.974865,63.534483,4.440382,0.24,0.016892,0, , , 
27.43881667,67.987373,63.530179,4.457194,0.24,0.016906,0, , , 
27.46851667,67.970535,63.546319,4.424216,0.24,0.016841,0, , , 
27.49816667,67.972684,63.525517,4.447167,0.24,0.016884,0, , , 
27.52821667,67.960862,63.519778,4.441084,0.24,0.016662,0, , , 
27.5578,67.941516,63.489307,4.452209,0.24,0.016791,0, , , 
27.58788333,67.969071,63.542374,4.426697,0.24,0.016878,0, , , 
27.61771667,67.964414,63.543808,4.420606,0.24,0.016804,0, , , 
27.64743333,67.960115,63.519435,4.44068,0.24,0.01679,0, , , 
27.67733333,67.94253,63.513322,4.429208,0.24,0.016959,0, , , 
27.70738333,67.956144,63.479966,4.476178,0.24,0.016688,0, , , 
27.73696667,67.966175,63.480684,4.485491,0.24,0.016751,0, , , 
27.76705,67.95901,63.491459,4.467551,0.24,0.016748,0, , , 
27.79693333,67.987639,63.53269,4.454949,0.24,0.016758,0, , , 
27.8266,67.99373,63.55134,4.44239,0.24,0.01682,0, , , 
27.85626667,67.989072,63.545602,4.44347,0.24,0.016834,0, , , 
27.88591667,68.009104,63.525875,4.483229,0.24,0.016873,0, , , 
27.91561667,68.010179,63.537696,4.472483,0.24,0.016973,0, , , 
27.94538333,68.011612,63.523723,4.487889,0.24,0.016935,0, , , 
27.9751,68.01194,63.493939,4.518001,0.24,0.01688,0, , , 
28.00495,68.022329,63.511513,4.510816,0.24,0.01699,0, , , 
28.03466667,68.012298,63.532674,4.479624,0.24,0.016988,0, , , 
28.06433333,68.009074,63.549173,4.459901,0.24,0.017118,0, , , 
28.09391667,68.007611,63.542358,4.465253,0.24,0.017063,0, , , 
28.12363333,68.008685,63.524784,4.483901,0.24,0.016898,0, , , 
28.15313333,68.018328,63.521197,4.497131,0.24,0.016895,0, , , 
28.18283333,68.027672,63.54306,4.484612,0.24,0.016845,0, , , 
28.21281667,68.026209,63.530507,4.495702,0.24,0.01674,0, , , 
28.24271667,68.041972,63.498602,4.54337,0.24,0.01677,0, , , 
28.27241667,68.033733,63.508644,4.525089,0.25,0.01684,0, , , 
33.77655,68.198169,60.999107,7.199062,0.11,0.016518,0, , , 
33.80645,68.227186,60.99444,7.232746,0.11,0.016427,0, , , 
33.83655,68.225753,60.974696,7.251057,0.11,0.016561,0, , , 
33.86613333,68.220021,60.96967,7.250351,0.11,0.016355,0, , , 
33.89606667,68.220737,60.969311,7.251426,0.11,0.016552,0, , , 
33.92616667,68.238649,60.979708,7.258941,0.11,0.01657,0, , , 
33.95571667,68.231843,60.973619,7.258224,0.11,0.016437,0, , , 
33.98565,68.240053,60.966785,7.273268,0.11,0.016496,0, , , 
34.0156,68.235038,60.95781,7.277228,0.11,0.016456,0, , , 
34.04571667,68.259039,60.962836,7.296203,0.11,0.016481,0, , , 
34.07555,68.274443,60.94381,7.330633,0.11,0.016631,0, , , 
34.10521667,68.261905,60.927296,7.334609,0.11,0.016509,0, , , 
34.13528333,68.262622,60.967144,7.295478,0.11,0.016573,0, , , 
34.16513333,68.277667,61.057594,7.220073,0.11,0.016556,0, , , 
34.19481667,68.28337,61.038209,7.245161,0.11,0.016412,0, , , 
34.2245,68.295908,61.036414,7.259494,0.11,0.016435,0, , , 
34.25421667,68.299849,61.03426,7.265589,0.11,0.016589,0, , , 
34.28381667,68.289131,61.068722,7.220409,0.11,0.016291,0, , , 
34.31391667,68.295192,61.169232,7.12596,0.11,0.016399,0, , , 
34.34378333,68.290893,61.226306,7.064587,0.11,0.016537,0, , , 
34.3735,68.293372,61.155937,7.137435,0.11,0.016588,0, , , 
34.40315,68.296625,61.182154,7.114471,0.11,0.016735,0, , , 
34.43281667,68.296266,61.193628,7.102638,0.11,0.016828,0, , , 
34.46245,68.286952,61.192192,7.09476,0.11,0.016615,0, , , 
34.4926,68.300923,61.190756,7.110167,0.11,0.016524,0, , , 
34.52245,68.305193,61.198653,7.10654,0.11,0.016647,0, , , 
34.55211667,68.306984,61.316042,6.990942,0.11,0.016503,0, , , 
34.58181667,68.298745,61.354794,6.943951,0.11,0.016528,0, , , 
34.6115,68.312,61.299517,7.012483,0.11,0.016487,0, , , 
34.64118333,68.319164,61.536766,6.782398,0.11,0.01668,0, , , 
34.67083333,68.30591,61.398942,6.906968,0.11,0.016693,0, , , 
34.70058333,68.300536,61.375612,6.924924,0.11,0.016504,0, , , 
34.73025,68.301224,61.343308,6.957916,0.11,0.016643,0, , , 
34.75996667,68.286924,61.439487,6.847437,0.11,0.016591,0, , , 
34.78966667,68.300507,61.33577,6.964737,0.11,0.016522,0, , , 
34.81936667,68.32448,61.291262,7.033218,0.11,0.016573,0, , , 
34.849,68.310509,61.676724,6.633785,0.11,0.016336,0, , , 
34.87868333,68.315524,61.694668,6.620856,0.11,0.016683,0, , , 
34.90836667,68.314808,61.437334,6.877474,0.11,0.016697,0, , , 
34.93801667,68.308718,61.33468,6.974038,0.11,0.016703,0, , , 
34.96796667,68.314091,61.291249,7.022842,0.11,0.01653,0, , , 
34.99805,68.32448,61.266482,7.057998,0.11,0.01669,0, , , 
35.02793333,68.341288,61.252124,7.089164,0.11,0.016455,0, , , 
35.05785,68.343796,61.21587,7.127926,0.11,0.01639,0, , , 
35.08755,68.351318,61.207614,7.143704,0.11,0.01629,0, , , 
35.11726667,68.363111,61.193256,7.169855,0.11,0.016214,0, , , 
35.14695,68.381022,61.20223,7.178792,0.11,0.01629,0, , , 
35.17663333,68.406098,61.236689,7.169409,0.11,0.016284,0, , , 
35.20651667,68.414667,61.200076,7.214591,0.11,0.016173,0, , , 
35.23618333,68.427921,61.204383,7.223538,0.11,0.016297,0, , , 
35.26625,68.443683,61.191089,7.252594,0.11,0.016062,0, , , 
35.29585,68.474819,61.169193,7.305626,0.11,0.016261,0, , , 
35.3255,68.46264,61.173513,7.289127,0.11,0.016186,0, , , 
35.35541667,68.491297,61.15986,7.331437,0.11,0.016322,0, , , 
35.38551667,68.510283,61.172423,7.33786,0.11,0.016442,0, , , 
35.41536667,68.524225,61.158424,7.365801,0.11,0.016293,0, , , 
35.4453,68.542852,61.165603,7.377249,0.11,0.01617,0, , , 
35.4754,68.538912,61.165603,7.373309,0.11,0.016069,0, , , 
35.50525,68.5396,61.145501,7.394099,0.11,0.016158,0, , , 
35.53493333,68.52742,61.153027,7.374393,0.11,0.016155,0, , , 
35.56465,68.524913,61.154821,7.370092,0.11,0.016138,0, , , 
35.59428333,68.534557,61.164872,7.369685,0.11,0.016261,0, , , 
35.62395,68.525959,61.175282,7.350677,0.11,0.016308,0, , , 
35.65363333,68.538855,61.167731,7.371124,0.11,0.016227,0, , , 
35.68355,68.535631,61.156257,7.379374,0.11,0.016355,0, , , 
35.71365,68.530616,61.141899,7.388717,0.11,0.016204,0, , , 
35.74355,68.505183,61.131476,7.373707,0.11,0.015995,0, , , 
35.77321667,68.518767,61.123951,7.394816,0.11,0.016316,0, , , 
35.80288333,68.530616,61.139014,7.391602,0.11,0.016237,0, , , 
35.83255,68.516288,61.132194,7.384094,0.11,0.015974,0, , , 
35.86261667,68.511273,61.120707,7.390566,0.11,0.016048,0, , , 
35.89248333,68.515213,61.106361,7.408852,0.11,0.016146,0, , , 
35.92221667,68.505513,61.122515,7.382998,0.11,0.016044,0, , , 
40.98155,67.175838,57.6756,9.500238,0.03,0.014779,0, , , 
41.01121667,67.182646,57.64757,9.535076,0.03,0.014871,0, , , 
41.04126667,67.16688,57.610169,9.556711,0.03,0.014839,0, , , 
41.07108333,67.148964,57.578903,9.570061,0.03,0.014508,0, , , 
41.10078333,67.157564,57.556973,9.600591,0.03,0.015105,0, , , 
41.13045,67.127824,57.543299,9.584525,0.03,0.014777,0, , , 
41.16015,67.140723,57.499077,9.641646,0.03,0.014655,0, , , 
41.19008333,67.134632,57.475719,9.658913,0.03,0.014595,0, , , 
41.22016667,67.133557,57.454854,9.678703,0.03,0.014707,0, , , 
41.25003333,67.108861,57.44263,9.666231,0.03,0.014656,0, , , 
41.27971667,67.114925,57.423934,9.690991,0.03,0.014548,0, , , 
41.3094,67.106683,57.40344,9.703243,0.03,0.014722,0, , , 
41.3391,67.106325,57.392294,9.714031,0.03,0.014644,0, , , 
41.36876667,67.097725,57.377911,9.719814,0.03,0.015053,0, , , 
41.39845,67.087693,57.364968,9.722725,0.03,0.014986,0, , , 
41.42808333,67.07121,57.349507,9.721703,0.03,0.015075,0, , , 
41.45785,67.046486,57.326854,9.719632,0.03,0.01481,0, , , 
41.48755,67.023553,57.305988,9.717565,0.03,0.015072,0, , , 
41.5172,67.006354,57.291965,9.714389,0.03,0.014856,0, , , 
41.54688333,67.019226,57.28119,9.738036,0.03,0.014562,0, , , 
41.57658333,67.012059,57.259963,9.752096,0.03,0.014827,0, , , 
41.60648333,67.01782,57.24739,9.77043,0.03,0.014856,0, , , 
41.63621667,67.000621,57.227961,9.77266,0.03,0.01486,0, , , 
41.66595,67.002743,57.20279,9.799953,0.03,0.014704,0, , , 
41.69566667,66.99271,57.19416,9.79855,0.03,0.015012,0, , , 
41.72551667,66.960461,57.161438,9.799023,0.03,0.01491,0, , , 
41.75561667,66.960461,57.156763,9.803698,0.03,0.015019,0, , , 
41.78546667,66.964044,57.122601,9.841443,0.03,0.014886,0, , , 
41.81511667,66.936453,57.107139,9.829314,0.03,0.014538,0, , , 
41.84481667,66.930719,57.093114,9.837605,0.03,0.015053,0, , , 
41.87455,66.934303,57.066503,9.8678,0.03,0.014455,0, , , 
41.90443333,66.913519,57.039533,9.873986,0.03,0.014832,0, , , 
41.93413333,66.909578,57.0327,9.876878,0.03,0.014515,0, , , 
41.96383333,66.908503,56.995659,9.912844,0.03,0.014821,0, , , 
41.99355,66.88987,56.978026,9.911844,0.03,0.014747,0, , , 
42.02325,66.878403,56.973003,9.9054,0.03,0.014896,0, , , 
42.05316667,66.863711,56.943154,9.920557,0.03,0.014789,0, , , 
42.08285,66.855084,56.929129,9.925955,0.03,0.014446,0, , , 
42.11255,66.854753,56.911147,9.943606,0.03,0.014875,0, , , 
42.14226667,66.844334,56.882376,9.961958,0.03,0.014746,0, , , 
42.17195,66.807452,56.865113,9.942339,0.03,0.014592,0, , , 
42.20166667,66.802408,56.834172,9.968236,0.03,0.01453,0, , , 
42.2315,66.809602,56.797499,10.012103,0.03,0.014285,0, , , 
42.26121667,66.819277,56.78382,10.035457,0.03,0.014629,0, , , 
42.29086667,66.791685,56.769086,10.022599,0.03,0.014701,0, , , 
42.32061667,66.78846,56.747854,10.040606,0.03,0.014708,0, , , 
42.3503,66.768393,56.746415,10.021978,0.03,0.013856,0, , , 
42.38006667,66.776277,56.706492,10.069785,0.03,0.014396,0, , , 
42.40995,66.771618,56.689599,10.082019,0.03,0.014217,0, , , 
42.43965,66.781652,56.656857,10.124795,0.03,0.01486,0, , , 
42.46931667,66.736886,56.648236,10.08865,0.03,0.014366,0, , , 
42.49905,66.745101,56.630611,10.11449,0.03,0.014415,0, , , 
42.52895,66.712133,56.612615,10.099518,0.03,0.014447,0, , , 
42.55865,66.687793,56.598587,10.089206,0.03,0.014382,0, , , 
42.58821667,66.670592,56.585279,10.085313,0.03,0.01446,0, , , 
42.61796667,66.651599,56.57197,10.079629,0.03,0.014373,0, , , 
42.64795,66.63619,56.555424,10.080766,0.03,0.014871,0, , , 
42.67798333,66.617197,56.535292,10.081905,0.03,0.014248,0, , , 
42.70751667,66.630456,56.518014,10.112442,0.03,0.014146,0, , , 
42.7378,66.630098,56.496072,10.134026,0.03,0.01456,0, , , 
42.76743333,66.615047,56.482403,10.132644,0.03,0.014244,0, , , 
42.79748333,66.59859,56.463686,10.134904,0.03,0.014417,0, , , 
42.82725,66.597157,56.451108,10.146049,0.03,0.014636,0, , , 
42.85695,66.588584,56.428086,10.160498,0.03,0.014502,0, , , 
42.88646667,66.581389,56.42269,10.158699,0.03,0.014504,0, , , 
42.91643333,66.560604,56.400746,10.159858,0.03,0.015079,0, , , 
42.94611667,66.525843,56.400387,10.125456,0.03,0.014707,0, , , 
42.97571667,66.510433,56.392832,10.117601,0.03,0.014619,0, , , 
43.00521667,66.503266,56.359737,10.143529,0.03,0.014564,0, , , 
43.03488333,66.504369,56.369809,10.13456,0.03,0.014002,0, , , 
54.16736667,68.293639,62.77826,5.515379,0.15,0.016307,0, , , 
54.19695,68.295072,62.763541,5.531531,0.15,0.01635,0, , , 
54.22718333,68.302595,62.759236,5.543359,0.15,0.016469,0, , , 
54.25706667,68.313316,62.750985,5.562331,0.16,0.016537,0, , , 
54.28673333,68.315824,62.762465,5.553359,0.16,0.016563,0, , , 
54.31646667,68.314391,62.782913,5.531478,0.16,0.016462,0, , , 
54.34613333,68.307943,62.767487,5.540456,0.16,0.016644,0, , , 
54.37615,68.314391,62.793317,5.521074,0.16,0.01652,0, , , 
54.40598333,68.317257,62.753137,5.56412,0.16,0.01658,0, , , 
54.43566667,68.340874,62.758877,5.581997,0.16,0.016498,0, , , 
54.46561667,68.344482,62.754213,5.590269,0.16,0.016455,0, , , 
54.4957,68.346631,62.748463,5.598168,0.16,0.01658,0, , , 
54.52518333,68.34983,62.761378,5.588452,0.16,0.016352,0, , , 
54.55466667,68.369532,62.745962,5.62357,0.16,0.016732,0, , , 
54.58471667,68.357711,62.731961,5.62575,0.16,0.016589,0, , , 
54.6143,68.354845,62.732319,5.622526,0.15,0.016605,0, , , 
54.64425,68.366308,62.731602,5.634706,0.16,0.016547,0, , , 
54.67405,68.363084,62.766401,5.596683,0.16,0.016574,0, , , 
54.70366667,68.373115,62.765683,5.607432,0.16,0.016418,0, , , 
54.73336667,68.374548,62.762803,5.611745,0.16,0.01634,0, , , 
54.7631,68.371324,62.744517,5.626807,0.16,0.016307,0, , , 
54.79278333,68.378846,62.722633,5.656213,0.16,0.016331,0, , , 
54.82246667,68.365592,62.749529,5.616063,0.16,0.016277,0, , , 
54.8521,68.370607,62.760651,5.609956,0.16,0.016188,0, , , 
54.88178333,68.386369,62.748443,5.637926,0.15,0.016207,0, , , 
54.9117,68.381354,62.735179,5.646175,0.16,0.016294,0, , , 
54.94165,68.399623,62.736256,5.663367,0.16,0.016412,0, , , 
54.9716,68.386011,62.753107,5.632904,0.16,0.016412,0, , , 
55.00155,68.408579,62.749161,5.659418,0.16,0.016382,0, , , 
55.03126667,68.379946,62.768185,5.611761,0.16,0.016397,0, , , 
55.06086667,68.383503,62.770686,5.612817,0.16,0.016204,0, , , 
55.09101667,68.394608,62.761717,5.632891,0.16,0.016247,0, , , 
55.12088333,68.399981,62.741627,5.658354,0.16,0.016164,0, , , 
55.1506,68.406813,62.734452,5.672361,0.16,0.016289,0, , , 
55.18021667,68.406096,62.721178,5.684918,0.16,0.016201,0, , , 
55.20993333,68.418634,62.72333,5.695304,0.16,0.016158,0, , , 
55.23995,68.414336,62.718657,5.695679,0.16,0.016354,0, , , 
55.26981667,68.435471,62.736953,5.698518,0.16,0.01632,0, , , 
55.29955,68.436187,62.724766,5.711421,0.16,0.016194,0, , , 
55.32925,68.444068,62.744128,5.69994,0.16,0.01634,0, , , 
55.3591,68.444068,62.759196,5.684872,0.16,0.016459,0, , , 
55.38918333,68.444426,62.753456,5.69097,0.16,0.016518,0, , , 
55.41905,68.444451,62.750227,5.694224,0.16,0.016226,0, , , 
55.44878333,68.426899,62.769959,5.65694,0.16,0.016191,0, , , 
55.47841667,68.437645,62.783601,5.654044,0.16,0.016248,0, , , 
55.50818333,68.455914,62.774981,5.680933,0.16,0.016213,0, , , 
55.53788333,68.445884,62.767089,5.678795,0.15,0.016365,0, , , 
55.56773333,68.465945,62.771384,5.694561,0.16,0.016481,0, , , 
55.59738333,68.443377,62.744128,5.699249,0.16,0.016397,0, , , 
55.62711667,68.469885,62.759914,5.709971,0.16,0.016273,0, , , 
55.65683333,68.469169,62.791483,5.677686,0.16,0.016329,0, , , 
55.68655,68.469194,62.784309,5.684885,0.16,0.016334,0, , , 
55.71623333,68.466686,62.746281,5.720405,0.16,0.016462,0, , , 
55.74591667,68.473493,62.761349,5.712144,0.16,0.016346,0, , , 
55.77558333,68.450208,62.758469,5.691739,0.16,0.016322,0, , , 
55.80526667,68.457373,62.754881,5.702492,0.16,0.016389,0, , , 
55.83495,68.422267,62.767796,5.654471,0.16,0.016405,0, , , 
55.86463333,68.431939,62.7782,5.653739,0.15,0.016374,0, , , 
55.89435,68.435547,62.746998,5.688549,0.16,0.016287,0, , , 
55.924,68.438054,62.749868,5.688186,0.16,0.016294,0, , , 
55.9537,68.442711,62.746271,5.69644,0.16,0.01645,0, , , 
55.98341667,68.452025,62.755599,5.696426,0.16,0.016437,0, , , 
56.01305,68.441995,62.753805,5.68819,0.16,0.01629,0, , , 
